"dow","id","acre","utm_x","utm_y","county","county_name","inspect","include_insp","infest","lake_name","accessible","ramp","ramp_per_acre","infest_zm","infest_ss","zm_suit","ss_suit","nLake50","nLake30","nLake20","nLake10","acre20","acre50","acre200","acre500","acre1000","acre2500","acreInf","countypop","d2HWYmeter","boatPerHour","nAccess","dataTraffic","annualTraffic1","annualTraffic2"
"16037400",3301,76,672042,5297125,"16","cook",0,0,0,"wills",0,0,0,0,0,1,0,1099,468,172,63,0,0,1,0,0,0,0,5286,15847.18173,NA,1,NA,3249.443167176,250.67314
"16064400",3302,76,653767,5281710,"16","cook",0,0,0,"cedar",0,0,0,0,0,1,0,1012,276,112,25,0,0,1,0,0,0,0,5286,13298.11744,NA,1,NA,3268.718757984,278.06857
"17000800",3303,76,333178,4862917,"17","cottonwood",0,0,0,"clear",1,1,0.0131578947368421,0,0,1,1,50,19,17,14,0,0,1,0,0,0,0,11470,45.89031345,NA,1,NA,2083.128572424,616.01636
"21019000",3304,76,299604,5086201,"21","douglas",0,0,0,"elizabeth",0,0,0,0,0,1,0,775,391,227,72,0,0,1,0,0,0,0,37456,2651.147454,NA,1,NA,1553.478288648,200.25797
"21019200",3305,76,296563,5085529,"21","douglas",0,0,0,"brown",0,0,0,0,0,1,0,779,399,226,75,0,0,1,0,0,0,0,37456,4870.577193,NA,1,NA,1454.9547162,182.9137
"21019700",3306,76,302027,5082177,"21","douglas",0,0,1,"round",1,1,0.0131578947368421,0,0,1,1,755,338,211,79,0,0,1,0,0,0,0,37456,2442.833643,NA,1,NA,1524.207183312,261.22635
"26007800",3307,76,284283,5107555,"26","grant",0,0,0,"ask",0,0,0,0,0,1,1,960,517,254,67,0,0,1,0,0,0,0,5956,352.7079245,NA,1,NA,2101.457135592,285.6754
"27019900",3308,76,446610,4993639,"27","hennepin",0,0,0,"hafften",1,1,0.0131578947368421,0,0,1,1,558,229,89,26,0,0,1,0,0,0,0,1232483,2347.761021,NA,1,NA,3203.121864768,483.50757
"29023400",3309,76,348019,5234303,"29","hubbard",0,0,0,"minnie",0,0,0,0,0,1,1,775,328,150,30,0,0,1,0,0,0,0,20718,4214.793019,NA,1,NA,998.033668872,303.8235
"31007800",3310,76,478235,5217204,"31","itasca",0,0,0,"mcguire",0,0,0,0,0,1,0,515,182,77,15,0,0,1,0,0,0,0,45242,2345.671081,NA,1,NA,2191.0033884,184.08284
"31016200",3311,76,482032,5291893,"31","itasca",0,0,0,"little moose",1,1,0.0131578947368421,0,0,1,0,612,237,108,29,0,0,1,0,0,0,0,45242,2825.679499,NA,1,NA,1606.265675304,232.89812
"31020300",3312,76,466717,5221039,"31","itasca",0,0,0,"crooked",0,0,0,0,0,1,1,645,211,88,19,0,0,1,0,0,0,0,45242,5463.571656,NA,1,NA,1585.89540372,186.7147
"31071500",3313,76,447278,5225508,"31","itasca",0,0,0,"unnamed",0,0,0,0,0,1,0,728,219,98,31,0,0,1,0,0,0,0,45242,4912.502127,NA,1,NA,1924.61288532,191.9199
"38013900",3314,76,638473,5320477,"38","lake",0,0,0,"roe",0,0,0,0,0,1,0,1147,669,386,138,0,0,1,0,0,0,0,10625,46345.33863,NA,1,NA,1122.814450656,250.67314
"56007700",3315,76,305891,5117150,"56","otter tail",0,0,0,"stemmer",0,0,0,0,0,1,1,902,365,181,74,0,0,1,0,0,0,0,58085,6039.824747,NA,1,NA,1775.479770456,194.3166
"56031700",3316,76,292856,5156501,"56","otter tail",0,0,0,"lily",0,0,0,0,0,1,1,1040,442,206,52,0,0,1,0,0,0,0,58085,2562.830612,NA,1,NA,2054.854893648,183.07469
"56043500",3317,76,277446,5124806,"56","otter tail",0,0,0,"volen",0,0,0,0,0,1,1,1008,547,304,97,0,0,1,0,0,0,0,58085,4370.749666,NA,1,NA,1865.859123072,173.581
"56051500",3318,76,282905,5160301,"56","otter tail",0,0,0,"shallow",0,0,0,0,0,1,1,1042,523,287,87,0,0,1,0,0,0,0,58085,1272.988991,NA,1,NA,2026.268139216,181.99939
"56053400",3319,76,282737,5174232,"56","otter tail",0,0,0,"ida",0,0,0,0,0,1,1,931,487,241,80,0,0,1,0,0,0,0,58085,3534.515347,NA,1,NA,2039.357645472,170.9969
"56066100",3320,76,272409,5138651,"56","otter tail",0,0,0,"holtz",0,0,0,0,0,1,1,1003,528,338,85,0,0,1,0,0,0,0,58085,7992.864363,NA,1,NA,1734.073647552,172.74103
"6011500",3321,76,232995,5034658,"6","big stone",0,0,0,"bassett slough",0,0,0,0,0,1,0,108,82,67,32,0,0,1,0,0,0,0,5050,1210.457443,NA,1,NA,3548.736624936,263.87744
"61000800",3322,76,324991,5037085,"61","pope",0,0,0,"unnamed",0,0,0,0,0,1,1,389,141,85,28,0,0,1,0,0,0,0,11049,459.8083298,NA,1,NA,1387.272794352,275.30954
"61021600",3323,76,285254,5058896,"61","pope",0,0,0,"otter",0,0,0,0,0,1,0,496,224,85,31,0,0,1,0,0,0,0,11049,3377.429735,NA,1,NA,1307.150729472,289.42447
"69014700",3324,76,574143,5262290,"69","saint louis",0,0,0,"cranberry",0,0,0,0,0,1,0,374,89,26,4,0,0,1,0,0,0,0,199980,17781.49167,NA,1,NA,1970.90998044,338.4349
"69015700",3325,76,572907,5288553,"69","saint louis",0,0,0,"joseph",0,0,0,0,0,1,0,499,156,70,25,0,0,1,0,0,0,0,199980,11882.17864,NA,1,NA,2040.570733272,443.9372
"69029900",3326,76,567093,5309900,"69","saint louis",0,0,0,"hassel",0,0,0,0,0,1,0,511,225,128,53,0,0,1,0,0,0,0,199980,8790.010189,NA,1,NA,1625.985872376,423.25024
"69033500",3327,76,563299,5340482,"69","saint louis",0,0,0,"emerald",0,0,0,0,0,0,0,392,205,112,49,0,0,1,0,0,0,0,199980,37938.60015,NA,1,NA,1711.16991336,486.25504
"73005900",3328,76,395093,5030916,"73","stearns",0,0,0,"mud",0,0,0,0,0,1,1,453,235,128,30,0,0,1,0,0,0,0,155652,3705.491311,NA,1,NA,1625.107903752,279.39978
"73018000",3329,76,380046,5050091,"73","stearns",0,0,0,"fifth",0,0,0,0,0,1,1,376,175,104,42,0,0,1,0,0,0,0,155652,2369.174177,NA,1,NA,1855.343283216,296.9996
"77035700",3330,76,346169,5075363,"77","todd",0,0,0,"long",0,0,0,0,0,1,1,429,130,56,21,0,0,1,0,0,0,0,24233,2561.016925,NA,1,NA,1089.725967288,141.78067
"86017600",3331,76,429096,5020745,"86","wright",0,0,0,"melrose",0,0,0,0,0,1,1,461,233,138,45,0,0,1,0,0,0,0,132550,1110.391904,NA,1,NA,1598.779108512,290.56305
"1000900",3332,75,493094,5163970,"1","aitkin",0,0,0,"douglas",0,0,0,0,0,1,0,317,110,48,22,0,0,1,0,0,0,0,15583,1561.265319,NA,1,NA,1646.681599872,204.8505
"11020800",3333,75,395102,5130041,"11","cass",0,0,0,"unnamed",0,0,0,0,0,1,1,590,208,114,37,0,0,1,0,0,0,0,28993,2124.716128,NA,1,NA,1326.704583408,211.91089
"11032200",3334,75,384025,5135913,"11","cass",0,0,0,"harlan",0,0,0,0,0,1,1,502,212,94,20,0,0,1,0,0,0,0,28993,2602.944389,NA,1,NA,1355.461036632,204.46161
"15006900",3335,75,320833,5229007,"15","clearwater",0,0,0,"cox",1,1,0.0133333333333333,0,0,1,0,744,334,203,76,0,0,1,0,0,0,0,8827,4256.636136,NA,1,NA,1062.33368328,389.97385
"19003000",3336,75,476382,4950476,"19","dakota",0,0,0,"kingsley",0,0,0,0,0,1,1,398,163,80,18,0,0,1,0,0,0,0,417486,743.7269784,NA,1,NA,1756.247397336,478.20734
"29031000",3337,75,335621,5192599,"29","hubbard",0,0,0,"brush",0,0,0,0,0,1,1,727,202,73,12,0,0,1,0,0,0,0,20718,5624.086783,NA,1,NA,1274.038451064,279.55704
"31070500",3338,75,450527,5277242,"31","itasca",0,0,0,"lundeen",0,0,0,0,0,1,0,760,467,272,88,0,0,1,0,0,0,0,45242,423.3772738,NA,1,NA,1851.412872336,190.53265
"31077400",3339,75,442732,5278053,"31","itasca",0,0,0,"elbow",0,0,0,0,0,1,0,731,419,200,64,0,0,1,0,0,0,0,45242,564.8129089,NA,1,NA,1802.268350376,182.16167
"34019300",3340,75,341588,5006568,"34","kandiyohi",0,0,0,"point",1,1,0.0133333333333333,0,0,1,0,248,125,89,40,0,0,1,0,0,0,0,42495,26.99379079,NA,1,NA,2030.662132584,330.7625
"38045300",3341,75,621240,5302255,"38","lake",0,0,0,"south wilder",0,0,0,0,0,1,0,1090,517,252,66,0,0,1,0,0,0,0,10625,22547.99236,NA,1,NA,1122.814450656,250.67314
"38063900",3342,75,608999,5305838,"38","lake",0,0,0,"pagami",0,0,0,0,0,0,0,971,410,186,64,0,0,1,0,0,0,0,10625,15998.6422,NA,1,NA,1064.216366496,250.67314
"40003000",3343,75,455469,4923219,"40","le sueur",0,0,0,"dietz",0,0,0,0,0,1,1,213,75,29,7,0,0,1,0,0,0,0,27591,1986.602224,NA,1,NA,1615.022425176,167.85312
"40004400",3344,75,444291,4898741,"40","le sueur",0,0,0,"steele",1,1,0.0133333333333333,0,0,1,1,98,63,36,18,0,0,1,0,0,0,0,27591,3933.380851,NA,1,NA,1474.860621384,250.82045
"44004800",3345,75,297989,5251610,"44","marshall",0,0,0,"unnamed",0,0,0,0,0,1,1,608,204,97,22,0,0,1,0,0,0,0,5465,6740.751223,NA,1,NA,1904.691639384,279.55704
"56035000",3346,75,288850,5159899,"56","otter tail",0,0,0,"pine (reames)",0,0,0,0,0,1,1,1058,463,241,70,0,0,1,0,0,0,0,58085,27.06551962,NA,1,NA,2385.606479376,219.87773
"58007600",3347,75,518186,5132607,"58","pine",0,0,0,"passenger",0,0,0,0,0,1,0,252,113,66,33,0,0,1,0,0,0,0,28874,2992.596731,NA,1,NA,1267.886803104,120.99534
"58013500",3348,75,504283,5112386,"58","pine",0,0,0,"miller",0,0,0,0,0,1,0,186,74,48,22,0,0,1,0,0,0,0,28874,3481.228768,NA,1,NA,1343.895525792,151.26826
"69030000",3349,75,566380,5308552,"69","saint louis",0,0,0,"battle",0,0,0,0,0,1,0,510,216,125,48,0,0,1,0,0,0,0,199980,7596.774976,NA,1,NA,1622.007764616,455.624
"69061400",3350,75,541384,5325713,"69","saint louis",0,0,0,"finstad",0,0,0,0,0,1,0,390,143,51,14,0,0,1,0,0,0,0,199980,27496.14613,NA,1,NA,1708.896619824,366.705
"69063700",3351,75,539196,5236884,"69","saint louis",0,0,0,"central",0,0,0,0,0,1,0,270,110,65,20,0,0,1,0,0,0,0,199980,54.17955176,NA,1,NA,2167.438034616,351.4816
"69091300",3352,75,496812,5269073,"69","saint louis",0,0,0,"gansey",0,0,0,0,0,1,0,672,193,75,35,0,0,1,0,0,0,0,199980,10935.82336,NA,1,NA,2034.228556248,458.25037
"73025100",3353,75,358088,5060274,"73","stearns",0,0,0,"melrose",1,1,0.0133333333333333,0,0,1,1,384,135,63,23,0,0,1,0,0,0,0,155652,933.9218046,NA,1,NA,1898.837136792,413.168
"77010300",3354,75,355921,5072602,"77","todd",0,0,0,"pauley",0,0,0,0,0,1,1,376,121,93,27,0,0,1,0,0,0,0,24233,530.4999318,NA,1,NA,1220.053731744,149.47365
"14005300",3355,74,256070,5193824,"14","clay",0,0,0,"christ olson",0,0,0,0,0,1,0,646,272,148,72,0,0,1,0,0,0,0,62875,2448.877924,NA,1,NA,1652.169643896,204.50743
"44011700",3356,74,295899,5254072,"44","marshall",0,0,0,"unnamed",0,0,0,0,0,1,1,581,198,82,30,0,0,1,0,0,0,0,5465,9059.376889,NA,1,NA,2056.643592864,279.55704
"56012200",3357,74,310438,5157466,"56","otter tail",0,0,0,"haberman",0,0,0,0,0,1,1,799,167,68,18,0,0,1,0,0,0,0,58085,860.6209999,NA,1,NA,2140.74791148,211.69699
"56046300",3358,74,279968,5133726,"56","otter tail",0,0,0,"john",0,0,0,0,0,1,1,1026,600,304,89,0,0,1,0,0,0,0,58085,4296.993599,NA,1,NA,1942.65334908,173.581
"56087500",3359,74,258288,5146654,"56","otter tail",0,0,0,"altner",0,0,0,0,0,1,1,916,423,199,59,0,0,1,0,0,0,0,58085,1228.017669,NA,1,NA,2077.333269072,181.99939
"60024100",3360,74,260436,5271581,"60","polk",0,0,0,"unnamed",0,0,0,0,0,1,1,233,102,87,49,0,0,1,0,0,0,0,31660,6624.279511,NA,1,NA,1557.254945976,158.58653
"61013900",3361,74,302661,5036851,"61","pope",0,0,0,"benson",0,0,0,0,0,1,1,370,146,67,27,0,0,1,0,0,0,0,11049,2605.060164,NA,1,NA,1242.209925744,248.5992
"62007100",3362,74,486779,4989600,"62","ramsey",0,0,0,"valentine",0,0,0,0,0,1,1,562,303,124,50,0,0,1,0,0,0,0,540649,45.19487959,NA,1,NA,2719.633507896,526.3352
"81011400",3363,74,466090,4885052,"81","waseca",0,0,0,"moonan marsh",0,0,0,0,0,NA,NA,77,42,13,3,0,0,1,0,0,0,0,18911,4265.777023,NA,1,NA,1308.167234784,242.12907
"1011100",3364,73,464793,5202769,"1","aitkin",0,0,0,"washburn",1,1,0.0136986301369863,0,0,1,0,524,161,52,11,0,0,1,0,0,0,0,15583,2325.245071,NA,1,NA,1386.347617992,427.25995
"11011000",3365,73,416991,5185557,"11","cass",0,0,0,"pistol",0,0,0,0,0,1,0,929,403,210,55,0,0,1,0,0,0,0,28993,9310.38228,NA,1,NA,1720.918722024,179.52608
"16000300",3366,73,749327,5320742,"16","cook",0,0,0,"teal",0,0,0,0,0,0,0,125,20,12,3,0,0,1,0,0,0,0,5286,221.1798757,NA,1,NA,3537.916580232,306.89386
"21015800",3367,73,303773,5075891,"21","douglas",0,0,0,"grubb",0,0,0,0,0,1,1,707,335,190,60,0,0,1,0,0,0,0,37456,816.8455676,NA,1,NA,1761.542449488,224.97975
"21032900",3368,73,287011,5097992,"21","douglas",0,0,0,"mahla",0,0,0,0,0,1,1,861,470,218,62,0,0,1,0,0,0,0,37456,119.5299082,NA,1,NA,1871.719348008,219.0295
"26012600",3369,73,270495,5085502,"26","grant",0,0,0,"unnamed",0,0,0,0,0,1,0,697,252,87,21,0,0,1,0,0,0,0,5956,1921.685695,NA,1,NA,1745.444346648,313.9527
"27002800",3370,73,473227,4970015,"27","hennepin",0,0,0,"cornelia",0,0,0,0,0,1,1,487,270,128,35,0,0,1,0,0,0,0,1232483,53.03152591,NA,1,NA,8936.4922428,601.05786
"27013600",3371,73,457953,4971530,"27","hennepin",0,0,0,"silver",0,0,0,0,0,1,1,472,218,124,39,0,0,1,0,0,0,0,1232483,1026.376856,NA,1,NA,3257.452349088,583.4401
"3026600",3372,73,294398,5177442,"3","becker",0,0,0,"albertson",0,0,0,0,0,1,1,892,354,176,37,0,0,1,0,0,0,0,33734,677.8612755,NA,1,NA,1746.41195892,230.51265
"3037200",3373,73,281961,5181393,"3","becker",0,0,0,"nottage",0,0,0,0,0,1,1,874,453,225,73,0,0,1,0,0,0,0,33734,1296.105226,NA,1,NA,1548.006916104,192.77455
"31040600",3374,73,459605,5247311,"31","itasca",0,0,0,"island",1,1,0.0136986301369863,0,0,1,1,819,453,248,64,0,0,1,0,0,0,0,45242,3026.266281,NA,1,NA,1890.796423248,217.19333
"31051300",3375,73,462825,5280039,"31","itasca",0,0,0,"gale",0,0,0,0,0,1,0,723,502,278,96,0,0,1,0,0,0,0,45242,12954.93031,NA,1,NA,1920.158141976,165.92628
"31054400",3376,73,456930,5278067,"31","itasca",0,0,0,"cameron",1,1,0.0136986301369863,0,0,1,0,757,500,296,92,0,0,1,0,0,0,0,45242,6897.34131,NA,1,NA,1724.23149996,190.48877
"31077800",3377,73,441738,5274884,"31","itasca",0,0,0,"little too much",0,0,0,0,0,1,1,747,435,211,57,0,0,1,0,0,0,0,45242,2.657522529,NA,1,NA,2300.857436928,236.22903
"31080000",3378,73,437564,5286995,"31","itasca",0,0,0,"david",0,0,0,0,0,1,0,658,263,117,37,0,0,1,0,0,0,0,45242,3872.490969,NA,1,NA,1712.936584008,176.924
"34001300",3379,73,357211,4988703,"34","kandiyohi",0,0,0,"otter",0,0,0,0,0,1,1,213,92,39,13,0,0,1,0,0,0,0,42495,8875.220924,NA,1,NA,1917.629545176,165.55272
"38022400",3380,73,637535,5323348,"38","lake",0,0,0,"bakekana",0,0,0,0,0,1,0,1111,627,365,134,0,0,1,0,0,0,0,10625,47037.04729,NA,1,NA,1191.517641096,250.67314
"56002500",3381,73,322061,5113298,"56","otter tail",0,0,0,"augusta",0,0,0,0,0,1,1,679,211,97,29,0,0,1,0,0,0,0,58085,1630.454014,NA,1,NA,1946.611369896,209.33223
"56017900",3382,73,300568,5125091,"56","otter tail",0,0,0,"unnamed",0,0,0,0,0,1,1,995,423,197,57,0,0,1,0,0,0,0,58085,752.2663664,NA,1,NA,2141.522608776,187.17522
"60008900",3383,73,289445,5268316,"60","polk",0,0,0,"unnamed",0,0,0,0,0,1,0,432,215,94,23,0,0,1,0,0,0,0,31660,5324.314772,NA,1,NA,1608.823210632,210.04744
"61003900",3384,73,321204,5037508,"61","pope",0,0,0,"magnus",0,0,0,0,0,1,0,392,143,96,30,0,0,1,0,0,0,0,11049,2241.673123,NA,1,NA,1323.110013672,257.6566
"69023700",3385,73,566591,5201589,"69","saint louis",0,0,0,"cameron",0,0,0,0,0,1,0,191,71,42,13,0,0,1,0,0,0,0,199980,15373.91289,NA,1,NA,2049.850608768,318.94357
"69042200",3386,73,553834,5252171,"69","saint louis",0,0,0,"frying pan",0,0,0,0,0,1,1,289,105,55,16,0,0,1,0,0,0,0,199980,11190.85052,NA,1,NA,1989.891155688,274.02496
"69061100",3387,73,542381,5256667,"69","saint louis",0,0,0,"lost",1,1,0.0136986301369863,0,0,1,1,250,111,61,15,0,0,1,0,0,0,0,199980,2293.4812,NA,1,NA,1885.18021068,400.12726
"73009100",3388,73,390791,5048152,"73","stearns",0,0,0,"stump",0,0,0,0,0,1,0,378,168,105,49,0,0,1,0,0,0,0,155652,1666.150852,NA,1,NA,1862.801896176,319.89017
"73017700",3389,73,378033,5054853,"73","stearns",0,0,0,"north",0,0,0,0,0,1,1,332,179,89,23,0,0,1,0,0,0,0,155652,6.320286279,NA,1,NA,2598.376369968,450.2866
"73021000",3390,73,363046,5056368,"73","stearns",0,0,0,"frevels",0,0,0,0,0,1,1,369,154,60,19,0,0,1,0,0,0,0,155652,30.27850307,NA,1,NA,2229.812186568,395.81656
"77002500",3391,73,372108,5085390,"77","todd",0,0,0,"pepin",1,1,0.0136986301369863,0,0,1,1,307,127,57,24,0,0,1,0,0,0,0,24233,64.28434755,NA,1,NA,2016.512110872,350.74744
"81008700",3392,73,440629,4893190,"81","waseca",0,0,0,"sibert",0,0,0,0,0,1,1,91,52,33,18,0,0,1,0,0,0,0,18911,1259.5316,NA,1,NA,1437.551408424,263.87744
"9004500",3393,73,516735,5142224,"9","carlton",0,0,0,"coffee",0,0,0,0,0,1,0,258,133,63,33,0,0,1,0,0,0,0,35738,835.1621924,NA,1,NA,1501.57411236,172.46283
"10012700",3394,72,420255,4976536,"10","carver",0,0,0,"campbell",0,0,0,0,0,1,1,419,119,34,8,0,0,1,0,0,0,0,100262,3112.327631,NA,1,NA,1785.192596064,135.91034
"11046600",3395,72,376617,5212614,"11","cass",0,0,0,"fifth",0,0,0,0,0,1,1,792,379,171,55,0,0,1,0,0,0,0,28993,590.6257631,NA,1,NA,1490.490929544,205.24805
"15007200",3396,72,319380,5227274,"15","clearwater",0,0,0,"stassen",0,0,0,0,0,1,1,741,340,203,76,0,0,1,0,0,0,0,8827,2696.596962,NA,1,NA,1227.549773832,308.7708
"16012700",3397,72,696662,5322800,"16","cook",0,0,0,"trap",0,0,0,0,0,1,0,720,388,248,84,0,0,1,0,0,0,0,5286,29313.48772,NA,1,NA,3332.689117104,268.73843
"16023600",3398,72,685993,5314096,"16","cook",0,0,0,"lac",0,0,0,0,0,1,0,920,527,313,110,0,0,1,0,0,0,0,5286,24646.4093,NA,1,NA,3303.959348928,250.67314
"26002600",3399,72,283363,5085434,"26","grant",0,0,0,"torstenson",0,0,0,0,0,1,1,785,362,180,42,0,0,1,0,0,0,0,5956,3438.320009,NA,1,NA,1595.551520664,284.0178
"26006600",3400,72,279009,5099194,"26","grant",0,0,0,"shady grove",0,0,0,0,0,1,1,875,426,181,50,0,0,1,0,0,0,0,5956,1625.56414,NA,1,NA,1760.87962092,264.9754
"3009700",3401,72,320499,5216778,"3","becker",0,0,0,"sockeye",0,0,0,0,0,1,1,739,355,200,39,0,0,1,0,0,0,0,33734,6747.908578,NA,1,NA,1391.658728592,214.07335
"31007200",3402,72,484660,5216453,"31","itasca",0,0,0,"culp",0,0,0,0,0,1,0,452,152,71,17,0,0,1,0,0,0,0,45242,697.2647287,NA,1,NA,1821.7782732,181.27264
"31007400",3403,72,481274,5216040,"31","itasca",0,0,0,"reed",0,0,0,0,0,1,0,484,165,73,15,0,0,1,0,0,0,0,45242,955.7893499,NA,1,NA,1845.123166152,213.12166
"3109300",3404,72,297976,5211334,"3","becker",0,0,0,"unnamed",0,0,0,0,0,1,1,791,301,136,33,0,0,1,0,0,0,0,33734,14643.87052,NA,1,NA,1489.592602704,211.1099
"36004700",3405,72,409586,5302150,"36","koochiching",0,0,0,"unnamed",0,0,0,0,0,1,1,286,80,45,18,0,0,1,0,0,0,0,12628,736.2734973,NA,1,NA,1646.837068632,279.04495
"38000200",3406,72,648232,5283170,"38","lake",0,0,0,"cross river",0,0,0,0,0,0,0,1056,308,137,46,0,0,1,0,0,0,0,10625,17965.50161,NA,1,NA,1201.481782056,282.3702
"38016800",3407,72,641050,5333798,"38","lake",0,0,0,"lunar",0,0,0,0,0,1,0,998,508,280,80,0,0,1,0,0,0,0,10625,54282.53197,NA,1,NA,1201.86561912,250.67314
"38018800",3408,72,640456,5328080,"38","lake",0,0,0,"kekekabic ponds",0,0,0,0,0,1,0,1063,585,363,132,0,0,1,0,0,0,0,10625,50570.25254,NA,1,NA,1201.86561912,250.67314
"38051900",3409,72,626313,5315964,"38","lake",0,0,0,"muzzle",0,0,0,0,0,1,0,1119,559,314,96,0,0,1,0,0,0,0,10625,34413.0715,NA,1,NA,1201.86561912,250.67314
"40002900",3410,72,450751,4924262,"40","le sueur",0,0,0,"eggert",0,0,0,0,0,1,1,204,72,18,7,0,0,1,0,0,0,0,27591,2427.596875,NA,1,NA,1755.020056008,161.95259
"4017200",3411,72,363294,5287368,"4","beltrami",0,0,0,"silver",0,0,0,0,0,1,1,392,214,98,29,0,0,1,0,0,0,0,46106,12400.74823,NA,1,NA,1947.122764608,202.47047
"46011100",3412,72,365151,4843287,"46","mcleod",0,0,0,"clam",1,1,0.0138888888888889,0,0,1,1,65,32,18,6,0,0,1,0,0,0,0,19829,3884.001758,NA,1,NA,1238.715459648,392.36508
"56011000",3413,72,310729,5119382,"56","otter tail",0,0,0,"snow",0,0,0,0,0,1,0,876,305,153,62,0,0,1,0,0,0,0,58085,6527.90147,NA,1,NA,1865.923991256,191.62665
"56031400",3414,72,291503,5142456,"56","otter tail",0,0,0,"unnamed",0,0,0,0,0,1,1,1024,526,212,38,0,0,1,0,0,0,0,58085,4981.69286,NA,1,NA,1913.832969648,172.74103
"56103000",3415,72,254627,5166064,"56","otter tail",0,0,0,"gaards",0,0,0,0,0,1,1,805,424,152,44,0,0,1,0,0,0,0,58085,3526.258843,NA,1,NA,1959.974292696,170.9969
"58013200",3416,72,504552,5114858,"58","pine",0,0,0,"indian",0,0,0,0,0,1,0,195,80,51,22,0,0,1,0,0,0,0,28874,1229.048924,NA,1,NA,1464.663515448,182.86084
"69006200",3417,72,587537,5312860,"69","saint louis",0,0,0,"hobo",0,0,0,0,0,1,0,696,310,146,41,0,0,1,0,0,0,0,199980,4466.56989,NA,1,NA,1792.321254696,385.95724
"69030700",3418,72,568385,5308012,"69","saint louis",0,0,0,"clark",0,0,0,0,0,1,0,534,223,130,51,0,0,1,0,0,0,0,199980,6620.80633,NA,1,NA,1749.02853756,376.97665
"69031100",3419,72,566627,5304658,"69","saint louis",0,0,0,"tamarack",0,0,0,0,0,1,0,532,197,127,43,0,0,1,0,0,0,0,199980,3977.913997,NA,1,NA,1736.271892728,413.40152
"69033200",3420,72,561410,5342107,"69","saint louis",0,0,0,"little hustler",0,0,0,0,0,0,0,383,190,112,57,0,0,1,0,0,0,0,199980,40165.79507,NA,1,NA,1780.612900992,433.09317
"69033800",3421,72,560442,5338156,"69","saint louis",0,0,0,"dogfish",0,0,0,0,0,0,0,398,212,124,39,0,0,1,0,0,0,0,199980,36620.51133,NA,1,NA,1780.612900992,433.09317
"69035200",3422,72,560564,5348935,"69","saint louis",0,0,0,"thumb",0,0,0,0,0,0,0,363,139,100,64,0,0,1,0,0,0,0,199980,47019.52412,NA,1,NA,1780.612900992,346.57352
"71009400",3423,72,438389,5024125,"71","sherburne",0,0,0,"hidden",0,0,0,0,0,1,1,424,209,89,14,0,0,1,0,0,0,0,93528,2337.052512,NA,1,NA,1537.493746248,228.68639
"82001400",3424,72,515987,4996087,"82","washington",0,0,0,"little carnelian",0,0,0,0,0,1,0,366,227,122,47,0,0,1,0,0,0,0,253117,979.1450263,NA,1,NA,2000.144391432,439.40793
"82001500",3425,72,512764,4995455,"82","washington",0,0,0,"loon",0,0,0,0,0,1,1,389,238,137,62,0,0,1,0,0,0,0,253117,2553.86477,NA,1,NA,1949.506435944,394.75858
"1001000",3426,71,492760,5163281,"1","aitkin",0,0,0,"nelson",0,0,0,0,0,1,0,316,106,46,22,0,0,1,0,0,0,0,15583,2098.581008,NA,1,NA,1677.366273696,204.8505
"1001500",3427,71,488814,5186295,"1","aitkin",0,0,0,"shumway",1,1,0.0140845070422535,0,0,1,0,305,113,60,21,0,0,1,0,0,0,0,15583,13965.30618,NA,1,NA,1234.84385712,312.0557
"11017200",3428,71,411059,5195840,"11","cass",0,0,0,"bracket",0,0,0,0,0,1,1,837,421,218,40,0,0,1,0,0,0,0,28993,5686.215376,NA,1,NA,1439.605845264,179.52608
"11023000",3429,71,393530,5183953,"11","cass",0,0,0,"little sand",0,0,0,0,0,1,1,888,430,198,58,0,0,1,0,0,0,0,28993,1997.205114,NA,1,NA,1479.21274488,179.71468
"11036900",3430,71,392371,5194425,"11","cass",0,0,0,"little boy",0,0,0,0,0,1,1,854,403,250,85,0,0,1,0,0,0,0,28993,4424.661891,NA,1,NA,1341.064738392,180.39905
"15003800",3431,71,327888,5286376,"15","clearwater",0,0,0,"falk",0,0,0,0,0,1,1,418,185,101,32,0,0,1,0,0,0,0,8827,5662.643759,NA,1,NA,1463.191134336,279.55704
"16035900",3432,71,674391,5285509,"16","cook",0,0,0,"agnes",0,0,0,0,0,1,0,900,222,68,16,0,0,1,0,0,0,0,5286,4696.696239,NA,1,NA,3299.732634264,304.9021
"16044000",3433,71,667080,5317974,"16","cook",0,0,0,"jay",0,0,0,0,0,0,0,1118,718,403,136,0,0,1,0,0,0,0,5286,36099.02061,NA,1,NA,3376.882611072,250.67314
"16049700",3434,71,662944,5315156,"16","cook",0,0,0,"ranger",0,0,0,0,0,1,0,1148,753,412,132,0,0,1,0,0,0,0,5286,35957.79087,NA,1,NA,3376.882611072,250.67314
"16063400",3435,71,652006,5265891,"16","cook",0,0,0,"dyers",0,0,0,0,0,1,0,486,133,64,14,0,0,1,0,0,0,0,5286,2688.487674,NA,1,NA,3398.862839256,215.42245
"18011600",3436,71,421932,5148647,"18","crow wing",0,0,0,"june",0,0,0,0,0,1,1,766,426,218,77,0,0,1,0,0,0,0,63940,1769.036597,NA,1,NA,1676.933876808,172.85324
